incident_number,external_reference,title,narrative,type_code,severity_code,status_code,source_code,weather_condition_code,primary_station_code,occurrence_at,reported_at,dispatch_at,arrival_at,resolved_at,location_lat,location_lng,location_wkt,location_geohash,address_line_1,address_line_2,city,region,postal_code,casualty_count,responder_injuries,estimated_damage_amount,is_active,metadata
INC-20250921-000645,EXT-51331,Vehicle fire on roadway,Dispatch for reported vehicle fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_VEHICLE,MODERATE,CANCELLED,FIRE_ALARM,HEAT,STA-031,2025-09-21T05:34:01.139696+00:00,2025-09-21T05:37:01.139696+00:00,2025-09-21T05:37:01.139696+00:00,2025-09-21T05:49:01.139696+00:00,2025-09-21T09:26:01.139696+00:00,47.66141875119993,-122.45996607040942,POINT(-122.459966 47.661419),c22zjk7r,800 Berry Walk,,Williamsfort,VT,50469,0,0,34990.64,False,"{""report_channel"":""call"",""triage_level"":""MODERATE"",""dispatch_console"":""KIQE"",""primary_station"":""STA-031""}"
INC-20250918-000646,EXT-15826,Factory fire suppression,Response to industrial fire alarm activation. Investigation revealed active fire in field observation. Aggressive interior attack mounted. Fire brought under control within basement minutes.,FIRE_INDUSTRIAL,MODERATE,RESOLVED,FIELD_REPORT,WIND,STA-036,2025-09-18T01:15:19.139696+00:00,2025-09-18T01:15:19.139696+00:00,2025-09-18T01:17:19.139696+00:00,2025-09-18T01:30:19.139696+00:00,2025-09-18T01:50:19.139696+00:00,47.59939293986722,-122.3180115517742,POINT(-122.318012 47.599393),c23nb94w,764 Dalton Prairie Apt. 854,,Smithside,DE,60110,0,0,49199.82,False,"{""report_channel"":""call"",""triage_level"":""MODERATE"",""dispatch_console"":""BUZNRJ"",""primary_station"":""STA-036""}"
INC-20250913-000647,EXT-64196,Industrial facility fire,Response to industrial fire alarm activation. Investigation revealed active fire in neighbor report. Aggressive interior attack mounted. Fire brought under control within first floor minutes.,FIRE_INDUSTRIAL,CRITICAL,RESOLVED,NEIGHBOR_REPORT,SNOW,STA-040,2025-09-13T14:50:17.139696+00:00,2025-09-13T14:50:17.139696+00:00,2025-09-13T14:51:17.139696+00:00,2025-09-13T14:57:17.139696+00:00,2025-09-13T17:31:17.139696+00:00,47.714952404464825,-122.32895367169235,POINT(-122.328954 47.714952),c23p2q4z,42192 Stokes Fall,,Charleneland,DC,36547,0,0,478055.42,False,"{""report_channel"":""mobile"",""triage_level"":""CRITICAL"",""dispatch_console"":""KAJC"",""primary_station"":""STA-040""}"
INC-20250804-000648,EXT-11797,Chemical storage fire,"Call received for industrial fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_INDUSTRIAL,HIGH,RESOLVED,BUSINESS_OWNER,RAIN,STA-002,2025-08-04T10:14:12.139696+00:00,2025-08-04T10:16:12.139696+00:00,2025-08-04T10:19:12.139696+00:00,2025-08-04T10:35:12.139696+00:00,2025-08-04T14:19:12.139696+00:00,47.4634893311766,-122.36117631779308,POINT(-122.361176 47.463489),c22yp87q,9999 Johnston Pine,,New Kellystad,OK,25704,0,0,351397.96,False,"{""report_channel"":""mobile"",""triage_level"":""HIGH"",""dispatch_console"":""HAKM"",""primary_station"":""STA-002""}"
INC-20250825-000649,EXT-00366,Factory fire suppression,Units dispatched to reported industrial fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_INDUSTRIAL,SEVERE,RESOLVED,BUSINESS_OWNER,HEAT,STA-002,2025-08-25T15:10:17.139696+00:00,2025-08-25T15:13:17.139696+00:00,2025-08-25T15:18:17.139696+00:00,2025-08-25T15:36:17.139696+00:00,2025-08-25T16:16:17.139696+00:00,47.50475803288341,-122.40657821279005,POINT(-122.406578 47.504758),c22ynxfp,20005 Julie Plains Suite 386,,New Kellystad,OK,25704,1,0,238405.54,False,"{""report_channel"":""sensor"",""triage_level"":""SEVERE"",""dispatch_console"":""TAGQ"",""primary_station"":""STA-002""}"
INC-20230414-000650,EXT-82692,Industrial facility fire,Dispatch for reported industrial fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_INDUSTRIAL,MODERATE,RESOLVED,NEIGHBOR_REPORT,HEAT,STA-038,2023-04-14T00:44:23.139696+00:00,2023-04-14T00:53:23.139696+00:00,2023-04-14T00:58:23.139696+00:00,2023-04-14T01:02:23.139696+00:00,2023-04-14T04:47:23.139696+00:00,47.514211515659,-122.40354722393036,POINT(-122.403547 47.514212),c22yq9sq,76862 Avila Gardens,,Port Anne,CA,73142,0,0,25211.51,False,"{""report_channel"":""sensor"",""triage_level"":""MODERATE"",""dispatch_console"":""JCUT"",""primary_station"":""STA-038""}"
INC-20251009-000651,EXT-18518,Passenger vehicle fully involved,Dispatch for reported vehicle fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_VEHICLE,LOW,RESOLVED,BUSINESS_OWNER,HEAT,STA-026,2025-10-09T13:51:39.139696+00:00,2025-10-09T13:52:39.139696+00:00,2025-10-09T13:57:39.139696+00:00,2025-10-09T14:00:39.139696+00:00,2025-10-09T16:51:39.139696+00:00,47.59771390995953,-122.34230373934392,POINT(-122.342304 47.597714),c23nb0ch,67136 Sanford Coves Apt. 132,,East Johnside,CA,21018,0,0,0.0,False,"{""report_channel"":""sensor"",""triage_level"":""LOW"",""dispatch_console"":""AIULHI"",""primary_station"":""STA-026""}"
INC-20250913-000652,EXT-14319,Passenger vehicle fully involved,"Initial report of vehicle fire from neighbor report source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_VEHICLE,LOW,RESOLVED,NEIGHBOR_REPORT,WIND,STA-046,2025-09-13T22:18:43.139696+00:00,2025-09-13T22:25:43.139696+00:00,2025-09-13T22:25:43.139696+00:00,2025-09-13T22:35:43.139696+00:00,2025-09-14T01:47:43.139696+00:00,47.62083526260062,-122.34324658694807,POINT(-122.343247 47.620835),c23nbj07,9761 Hull Square,,East Curtis,KS,26357,0,0,0.0,False,"{""report_channel"":""call"",""triage_level"":""LOW"",""dispatch_console"":""SEEB"",""primary_station"":""STA-046""}"
INC-20250728-000653,EXT-26656,Manufacturing plant fire,Dispatch for reported industrial fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_INDUSTRIAL,SEVERE,RESOLVED,BUSINESS_OWNER,RAIN,STA-041,2025-07-28T19:14:15.139696+00:00,2025-07-28T19:19:15.139696+00:00,2025-07-28T19:20:15.139696+00:00,2025-07-28T19:25:15.139696+00:00,2025-07-28T21:49:15.139696+00:00,47.72981140239385,-122.50360084390692,POINT(-122.503601 47.729811),c22zs2gw,95912 West Inlet Apt. 553,,Nicholasberg,TX,62664,0,0,27132.68,False,"{""report_channel"":""call"",""triage_level"":""SEVERE"",""dispatch_console"":""OWHNMU"",""primary_station"":""STA-041""}"
INC-20241023-000654,EXT-99074,Manufacturing plant fire,Response to industrial fire alarm activation. Investigation revealed active fire in property owner. Aggressive interior attack mounted. Fire brought under control within rear of structure minutes.,FIRE_INDUSTRIAL,CRITICAL,RESOLVED,BUSINESS_OWNER,WIND,STA-008,2024-10-23T22:31:14.139696+00:00,2024-10-23T22:32:14.139696+00:00,2024-10-23T22:37:14.139696+00:00,2024-10-23T22:41:14.139696+00:00,2024-10-24T01:20:14.139696+00:00,47.59614600975849,-122.28830366454065,POINT(-122.288304 47.596146),c23nc287,96694 Kathy Ports Suite 708,,North Richardmouth,AS,14823,0,0,321210.73,False,"{""report_channel"":""call"",""triage_level"":""CRITICAL"",""dispatch_console"":""CEPJ"",""primary_station"":""STA-008""}"
INC-20250525-000655,EXT-48599,Vegetation fire spread,Units dispatched to reported wildland fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_WILDLAND,SEVERE,RESOLVED,SECURITY,RAIN,STA-031,2025-05-25T07:30:06.139696+00:00,2025-05-25T07:39:06.139696+00:00,2025-05-25T07:42:06.139696+00:00,2025-05-25T07:56:06.139696+00:00,2025-05-25T10:01:06.139696+00:00,47.65793347065502,-122.41965914539011,POINT(-122.419659 47.657933),c22zn7be,4183 Rodriguez Mountain Apt. 478,,Williamsfort,VT,50469,0,0,481057.3,False,"{""report_channel"":""sensor"",""triage_level"":""SEVERE"",""dispatch_console"":""RUEQFT"",""primary_station"":""STA-031""}"
INC-20250915-000656,EXT-84581,Grassland fire response,Response to wildland fire alarm activation. Investigation revealed active fire in field observation. Aggressive interior attack mounted. Fire brought under control within basement minutes.,FIRE_WILDLAND,LOW,RESOLVED,FIELD_REPORT,HEAT,STA-025,2025-09-15T06:26:14.139696+00:00,2025-09-15T06:33:14.139696+00:00,2025-09-15T06:38:14.139696+00:00,2025-09-15T06:49:14.139696+00:00,2025-09-15T08:38:14.139696+00:00,47.64648903276178,-122.30595294968938,POINT(-122.305953 47.646489),c23p0cg8,88983 Mark Inlet,,Vasquezshire,SC,90475,0,0,0.0,False,"{""report_channel"":""call"",""triage_level"":""LOW"",""dispatch_console"":""QCGMNS"",""primary_station"":""STA-025""}"
INC-20250822-000657,EXT-05661,Power line fire hazard,Dispatch for reported electrical fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_ELECTRICAL,MODERATE,RESOLVED,SECURITY,WIND,STA-015,2025-08-22T06:21:13.139696+00:00,2025-08-22T06:21:13.139696+00:00,2025-08-22T06:26:13.139696+00:00,2025-08-22T06:37:13.139696+00:00,2025-08-22T10:16:13.139696+00:00,47.60509593428934,-122.28912280698883,POINT(-122.289123 47.605096),c23nc4pz,305 Carter Point Suite 937,,Williamchester,MD,53244,0,0,7294.61,False,"{""report_channel"":""mobile"",""triage_level"":""MODERATE"",""dispatch_console"":""IUPXCN"",""primary_station"":""STA-015""}"
INC-20251013-000658,EXT-00136,Passenger vehicle fully involved,Dispatch for reported vehicle fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_VEHICLE,MODERATE,RESOLVED,911,RAIN,STA-039,2025-10-13T20:22:29.139696+00:00,2025-10-13T20:24:29.139696+00:00,2025-10-13T20:26:29.139696+00:00,2025-10-13T20:41:29.139696+00:00,2025-10-13T21:52:29.139696+00:00,47.662141993242734,-122.28234835421937,POINT(-122.282348 47.662142),c23p1kss,103 Ellison Hollow Suite 299,,Lake Robert,DE,98236,0,0,11788.83,False,"{""report_channel"":""sensor"",""triage_level"":""MODERATE"",""dispatch_console"":""UORV"",""primary_station"":""STA-039""}"
INC-20250917-000659,EXT-21559,Vegetation fire spread,"Call received for wildland fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_WILDLAND,HIGH,RESOLVED,911,WIND,STA-010,2025-09-17T09:44:01.139696+00:00,2025-09-17T09:44:01.139696+00:00,2025-09-17T09:48:01.139696+00:00,2025-09-17T09:56:01.139696+00:00,2025-09-17T11:00:01.139696+00:00,47.491334448924945,-122.33886711289304,POINT(-122.338867 47.491334),c23n0je9,2562 Sheila Falls Apt. 905,,Wilsonshire,IA,76381,1,1,441432.64,False,"{""report_channel"":""mobile"",""triage_level"":""HIGH"",""dispatch_console"":""LHIW"",""primary_station"":""STA-010""}"
INC-20251011-000660,EXT-64845,Transformer fire response,Response to electrical fire alarm activation. Investigation revealed active fire in 911 emergency call. Aggressive interior attack mounted. Fire brought under control within first floor minutes.,FIRE_ELECTRICAL,HIGH,RESOLVED,911,RAIN,STA-044,2025-10-11T09:33:23.139696+00:00,2025-10-11T09:42:23.139696+00:00,2025-10-11T09:42:23.139696+00:00,2025-10-11T09:45:23.139696+00:00,2025-10-11T10:50:23.139696+00:00,47.626757101905,-122.2757192785602,POINT(-122.275719 47.626757),c23ncw1t,396 Jackson Vista Apt. 835,,East Randallton,AL,27295,0,0,489491.02,False,"{""report_channel"":""mobile"",""triage_level"":""HIGH"",""dispatch_console"":""ZEHR"",""primary_station"":""STA-044""}"
INC-20250927-000661,EXT-53129,Electrical equipment fire,Response to electrical fire alarm activation. Investigation revealed active fire in property owner. Aggressive interior attack mounted. Fire brought under control within rear of structure minutes.,FIRE_ELECTRICAL,CRITICAL,RESOLVED,BUSINESS_OWNER,HEAT,STA-006,2025-09-27T15:00:40.139696+00:00,2025-09-27T15:05:40.139696+00:00,2025-09-27T15:05:40.139696+00:00,2025-09-27T15:11:40.139696+00:00,2025-09-27T16:27:40.139696+00:00,47.64032214147557,-122.31110774269128,POINT(-122.311108 47.640322),c23p08xu,36221 Sarah Tunnel,,East Donna,OH,22144,0,0,36446.19,False,"{""report_channel"":""call"",""triage_level"":""CRITICAL"",""dispatch_console"":""MOHYZ"",""primary_station"":""STA-006""}"
INC-20251014-000662,EXT-39585,Industrial facility fire,Units dispatched to reported industrial fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_INDUSTRIAL,MODERATE,RESOLVED,SECURITY,CLEAR,STA-020,2025-10-14T11:19:15.139696+00:00,2025-10-14T11:22:15.139696+00:00,2025-10-14T11:25:15.139696+00:00,2025-10-14T11:43:15.139696+00:00,2025-10-14T14:09:15.139696+00:00,47.76327007328123,-122.44668849651224,POINT(-122.446688 47.763270),c22ztxj1,522 Jackson Ville Suite 251,,Lake Casey,SD,05777,0,0,27890.84,False,"{""report_channel"":""mobile"",""triage_level"":""MODERATE"",""dispatch_console"":""GAZFX"",""primary_station"":""STA-020""}"
INC-20250115-000663,EXT-05080,Manufacturing plant fire,Response to industrial fire alarm activation. Investigation revealed active fire in 911 emergency call. Aggressive interior attack mounted. Fire brought under control within first floor minutes.,FIRE_INDUSTRIAL,LOW,RESOLVED,911,RAIN,STA-043,2025-01-15T10:50:37.139696+00:00,2025-01-15T10:52:37.139696+00:00,2025-01-15T10:57:37.139696+00:00,2025-01-15T11:06:37.139696+00:00,2025-01-15T11:19:37.139696+00:00,47.72236577610804,-122.40272407402512,POINT(-122.402724 47.722366),c22zqxt4,9147 Parker Mountains Apt. 535,,Barnesmouth,GA,49004,2,1,0.0,False,"{""report_channel"":""call"",""triage_level"":""LOW"",""dispatch_console"":""PTMS"",""primary_station"":""STA-043""}"
INC-20251005-000664,EXT-11338,Utility structure fire,Units dispatched to reported electrical fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_ELECTRICAL,MODERATE,RESOLVED,FIRE_ALARM,RAIN,STA-014,2025-10-05T10:18:44.139696+00:00,2025-10-05T10:18:44.139696+00:00,2025-10-05T10:18:44.139696+00:00,2025-10-05T10:31:44.139696+00:00,2025-10-05T11:40:44.139696+00:00,47.663852756962264,-122.43043452921815,POINT(-122.430435 47.663853),c22znhby,0878 Lisa Point,,Gregoryview,AZ,14709,0,0,2349.03,False,"{""report_channel"":""call"",""triage_level"":""MODERATE"",""dispatch_console"":""SJCK"",""primary_station"":""STA-014""}"
INC-20250831-000665,EXT-35378,Wildland fire suppression,Dispatch for reported wildland fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_WILDLAND,SEVERE,RESOLVED,NEIGHBOR_REPORT,SNOW,STA-011,2025-08-31T10:06:52.139696+00:00,2025-08-31T10:11:52.139696+00:00,2025-08-31T10:12:52.139696+00:00,2025-08-31T10:21:52.139696+00:00,2025-08-31T11:48:52.139696+00:00,47.60660570062601,-122.42459080655426,POINT(-122.424591 47.606606),c22yy4t0,89156 Lopez Harbors,,West Justin,NV,71701,0,0,7463.38,False,"{""report_channel"":""sensor"",""triage_level"":""SEVERE"",""dispatch_console"":""ZMXTI"",""primary_station"":""STA-011""}"
INC-20250804-000666,EXT-64509,Commercial building fire,Units dispatched to reported structure fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_STRUCTURE,HIGH,RESOLVED,SECURITY,RAIN,STA-043,2025-08-04T03:14:53.139696+00:00,2025-08-04T03:17:53.139696+00:00,2025-08-04T03:19:53.139696+00:00,2025-08-04T03:34:53.139696+00:00,2025-08-04T07:17:53.139696+00:00,47.70506683029498,-122.41881094837036,POINT(-122.418811 47.705067),c22zqk3q,010 Castillo Ports,,Barnesmouth,GA,49004,0,0,407966.69,False,"{""report_channel"":""mobile"",""triage_level"":""HIGH"",""dispatch_console"":""BMWK"",""primary_station"":""STA-043""}"
INC-20250308-000667,EXT-21189,Forest fire perimeter control,Response to wildland fire alarm activation. Investigation revealed active fire in automatic fire alarm. Aggressive interior attack mounted. Fire brought under control within rear of structure minutes.,FIRE_WILDLAND,HIGH,RESOLVED,FIRE_ALARM,HEAT,STA-024,2025-03-08T06:05:28.139696+00:00,2025-03-08T06:11:28.139696+00:00,2025-03-08T06:16:28.139696+00:00,2025-03-08T06:29:28.139696+00:00,2025-03-08T09:29:28.139696+00:00,47.66585459135569,-122.33979454220999,POINT(-122.339795 47.665855),c23p0j6c,844 Debra Loaf Suite 884,,Jennyhaven,PA,37594,0,0,384106.83,False,"{""report_channel"":""sensor"",""triage_level"":""HIGH"",""dispatch_console"":""NUILEW"",""primary_station"":""STA-024""}"
INC-20241226-000668,EXT-12488,Utility structure fire,"Call received for electrical fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_ELECTRICAL,LOW,RESOLVED,NEIGHBOR_REPORT,CLEAR,STA-015,2024-12-26T00:27:29.139696+00:00,2024-12-26T00:32:29.139696+00:00,2024-12-26T00:36:29.139696+00:00,2024-12-26T00:52:29.139696+00:00,2024-12-26T02:05:29.139696+00:00,47.615120889245766,-122.30939852940293,POINT(-122.309399 47.615121),c23nbu14,971 Smith Isle,,Williamchester,MD,53244,0,0,0.0,False,"{""report_channel"":""call"",""triage_level"":""LOW"",""dispatch_console"":""BVNRFN"",""primary_station"":""STA-015""}"
INC-20251020-000669,EXT-36728,Apartment building fire,"Call received for structure fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_STRUCTURE,CRITICAL,REPORTED,SECURITY,RAIN,STA-042,2025-10-20T02:19:49.139696+00:00,2025-10-20T02:22:49.139696+00:00,,,,47.66205589152341,-122.57596589270656,POINT(-122.575966 47.662056),c22z4swg,112 Danielle Fords Suite 681,,Port Daniel,PR,73411,1,1,270471.21,True,"{""report_channel"":""sensor"",""triage_level"":""CRITICAL"",""dispatch_console"":""EFZR"",""primary_station"":""STA-042""}"
